#STN       LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text      deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
SRXA2    58.383 -134.652 2024 10 18 23 13 330   2.6   5.7   MM  MM   MM  MM  996.5    MM   2.4    MM   0.8   MM     MM
STXA2    57.116 -135.391 2024 10 18 23 12 120   0.5   1.5   MM  MM   MM  MM     MM    MM   8.2    MM   6.4   MM     MM
SVXA2    63.693 -170.492 2024 10 18 23 13  60   1.0   2.1   MM  MM   MM  MM     MM    MM  -8.6    MM -11.7   MM     MM
SWLA2    60.120 -149.427 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1002.0    MM    MM  11.0    MM   MM     MM
SWPM4    46.501  -84.372 2024 10 18 22 48 220   3.1   4.1   MM  MM   MM  MM 1027.7    MM  16.3  13.7    MM   MM     MM
SWPV2    36.943  -76.329 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1030.6    MM  16.9  18.2    MM   MM     MM
SWXA2    60.116 -149.434 2024 10 18 23 14 330   8.8  14.4   MM  MM   MM  MM     MM    MM   1.9    MM  -9.7   MM     MM
SXHW3    46.563  -90.437 2024 10 18 22 40 180   3.6   8.8   MM  MM   MM  MM 1020.0    MM  23.2    MM    MM   MM     MM
SXXA2    55.315 -131.596 2024 10 18 23 13  90   3.1   7.2   MM  MM   MM  MM     MM    MM   7.8    MM   4.1   MM     MM
TAQT2    27.815  -97.389 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1018.7    MM  26.1  25.2    MM   MM     MM
TAWM4    44.254  -83.449 2024 10 18 21 40 180   3.1   4.6   MM  MM   MM  MM 1030.5    MM  15.7    MM    MM   MM     MM
TBIM4    45.035  -83.194 2024 10 18 23 00 190   7.2   7.7   MM  MM   MM  MM     MM    MM  14.6    MM    MM   MM     MM
TBYF1    25.155  -80.722 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.1    MM   MM  -0.74
TCBM2    39.213  -76.244 2024 10 18 22 48 100   1.0   1.0   MM  MM   MM  MM 1031.7    MM  14.3    MM    MM   MM     MM
TCMW1    47.276 -122.418 2024 10 18 22 48 150   1.0   2.1   MM  MM   MM  MM     MM    MM  12.2    MM    MM   MM     MM
TCNW1    47.267 -122.413 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1021.5    MM    MM  12.7    MM   MM     MM
TCVF1    25.213  -80.533 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.2    MM   MM  -0.76
TDPC1    41.055 -124.147 2024 10 18 22 45  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  10.8    MM   MM     MM
TESL1    29.668  -91.237 2024 10 18 22 48  70   2.6   3.6   MM  MM   MM  MM 1025.7    MM  21.9  22.8    MM   MM     MM
THLO1    41.826  -83.194 2024 10 18 23 00  80   4.1   4.6   MM  MM   MM  MM 1031.6  -0.3  14.6    MM   9.9   MM     MM
THRF1    25.203  -80.372 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.2    MM   MM   1.32
THRO1    41.694  -83.473 2024 10 18 22 48  90   2.1   3.6   MM  MM   MM  MM 1030.6    MM  14.3    MM   8.9   MM     MM
TIXC1    32.575 -117.127 2024 10 18 22 45 310   2.6    MM   MM  MM   MM  MM 1014.0    MM  20.1    MM  14.6   MM     MM
TKEA2    57.779 -135.219 2024 10 18 23 12  70   3.6   5.7   MM  MM   MM  MM  994.8    MM   4.8    MM   3.8   MM     MM
TKPN6    42.014  -73.939 2024 10 18 22 48  MM   0.0   0.5   MM  MM   MM  MM 1032.2    MM  14.0  15.6   2.2   MM     MM
TLVT2    27.819  -97.454 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1018.7    MM  27.0    MM  19.8  5.9     MM
TOKW1    46.707 -123.967 2024 10 18 22 48 180   8.2  11.8   MM  MM   MM  MM 1020.5    MM  11.3  13.5    MM   MM     MM
TPAF1    27.933  -82.433 2024 10 18 22 48  40   4.6   8.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TPEF1    25.410  -80.964 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  23.9    MM   MM   0.49
TPLM2    38.899  -76.436 2024 10 18 23 00 260   1.0   1.0   MM  MM   MM  MM 1032.6  +0.4  17.1    MM    MM   MM     MM
TRDF1    28.416  -80.593 2024 10 18 22 48  60   4.6   6.7   MM  MM   MM  MM 1023.2    MM  23.8  28.4    MM   MM     MM
TRRF1    25.217  -80.650 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.2    MM   MM   0.56
TWCO1    41.699  -83.259 2024 10 18 23 09  MM    MM    MM   MM  MM   MM  MM     MM    MM  14.8  14.1  10.9   MM     MM
TXPT2    29.689  -93.842 2024 10 18 22 48  90   5.7   6.2   MM  MM   MM  MM 1022.5    MM  22.4  22.6    MM   MM     MM
TXVT2    27.813  -97.389 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1018.5    MM  26.0    MM  22.3  5.9     MM
ULRA2    63.872 -160.784 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1016.4    MM    MM    MM    MM   MM     MM
UNLA2    53.880 -166.537 2024 10 18 22 48 340   4.6   6.7   MM  MM   MM  MM 1022.0    MM    MM   6.3    MM   MM     MM
UPBC1    38.038 -122.121 2024 10 18 22 48  80   3.6   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
UQXA2    71.315 -156.722 2024 10 18 23 13 160   3.1   4.1   MM  MM   MM  MM     MM    MM  -4.8    MM  -6.2   MM     MM
UTVT2    27.838  -97.052 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1018.2    MM  26.7    MM  19.3  5.9     MM
VAKF1    25.731  -80.162 2024 10 18 22 48  30   7.7  12.4   MM  MM   MM  MM 1019.5    MM  25.1  25.5    MM   MM     MM
VCAF1    24.711  -81.107 2024 10 18 22 48  50  10.8  13.4   MM  MM   MM  MM     MM    MM  24.3  24.9    MM   MM     MM
VCAT2    28.640  -96.609 2024 10 18 22 48 110   8.8  10.3   MM  MM   MM  MM 1020.2    MM  24.2  22.4    MM   MM     MM
VCVA2    57.125 -170.285 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1022.7    MM    MM   5.3    MM   MM     MM
VDXA2    61.127 -146.344 2024 10 18 23 14 180   3.1   7.7   MM  MM   MM  MM     MM    MM   3.4    MM -10.8   MM     MM
VDZA2    61.125 -146.361 2024 10 18 22 48  30   2.6   7.7   MM  MM   MM  MM 1001.6    MM   2.4   9.7    MM   MM     MM
VTBT2    27.841  -97.520 2024 10 18 22 48 110   5.7   8.2   MM  MM   MM  MM 1018.6    MM  27.1  27.4  18.6  5.9     MM
WAHV2    37.608  -75.686 2024 10 18 22 48 310   0.5   1.0   MM  MM   MM  MM 1030.9    MM  13.8  15.9    MM   MM     MM
WAKP8    19.291  166.618 2024 10 18 22 48  70   5.7   7.2   MM  MM   MM  MM 1014.7    MM  29.0  29.8    MM   MM     MM
WASD2    38.873  -77.021 2024 10 18 22 48 360   1.5   3.1   MM  MM   MM  MM 1031.6    MM  19.6  16.2    MM   MM     MM
WCRP1    42.077  -80.240 2024 10 18 23 00 140   1.5   1.5   MM  MM   MM  MM     MM    MM  11.2    MM    MM   MM     MM
WCXA2    55.402 -131.729 2024 10 18 23 13 120   2.1   3.6   MM  MM   MM  MM     MM    MM   7.8    MM    MM   MM     MM
WDSV2    36.977  -76.315 2024 10 18 22 48  30   3.6   4.1   MM  MM   MM  MM 1031.2    MM  16.9    MM    MM   MM     MM
WEXM1    43.337  -70.549 2024 10 18 23 00 230   1.0    MM   MM  MM   MM  MM     MM    MM   9.6    MM   7.9   MM     MM
WFPM4    46.760  -84.970 2024 10 18 22 40 200   6.7  11.3   MM  MM   MM  MM     MM    MM  15.0    MM    MM   MM     MM
WGXA2    56.467 -132.382 2024 10 18 23 13 190   1.0   1.5   MM  MM   MM  MM  993.8    MM   7.9    MM   6.3   MM     MM
WHRI2    42.361  -87.813 2024 10 18 22 00 120   3.1   3.6   MM  MM   MM  MM     MM    MM  16.8    MM    MM   MM     MM
WIWF1    25.587  -81.044 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.1    MM   MM   0.53
WIXA2    60.777 -148.682 2024 10 18 23 14 210   9.3  14.9   MM  MM   MM  MM 1001.0    MM   0.4    MM    MM   MM     MM
WKXA1    30.421  -87.828 2024 10 18 22 45  MM   0.0    MM   MM  MM   MM  MM 1027.0    MM  22.7    MM  11.6   MM     MM
WLON7    34.228  -77.954 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1029.0    MM  17.9  19.2    MM   MM     MM
WNEM4    46.285  -84.210 2024 10 18 22 48 150   2.1   2.6   MM  MM   MM  MM 1027.4    MM  14.5  13.7   2.0   MM     MM
WPLF1    25.710  -81.249 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.0    MM   MM   0.03
WPOW1    47.662 -122.435 2024 10 18 23 00 190   7.7   8.2   MM  MM   MM  MM 1020.8  -2.6  11.1    MM   9.5   MM     MM
WPTW1    46.904 -124.105 2024 10 18 22 36 180   6.2  11.8   MM  MM   MM  MM 1019.4    MM   9.9  11.7    MM   MM     MM
WRBF1    25.072  -80.735 2024 10 18 21 00  MM   0.0    MM   MM  MM   MM  MM     MM    MM    MM  24.4    MM   MM  -0.67
WRXA2    70.636 -160.034 2024 10 18 23 13 120   3.6   5.1   MM  MM   MM  MM     MM    MM  -5.4    MM  -8.5   MM     MM
WYCM6    30.326  -89.326 2024 10 18 22 48 110   4.1   5.1   MM  MM   MM  MM 1025.4    MM  20.9  20.2    MM   MM     MM
YATA2    59.548 -139.733 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM  995.6    MM    MM  10.2    MM   MM     MM
YGNN6    43.262  -79.064 2024 10 18 23 00 140   2.1   2.1   MM  MM   MM  MM 1032.8  +0.0  13.5    MM    MM   MM     MM
YKTV2    37.227  -76.479 2024 10 18 22 48  20   1.5   2.1   MM  MM   MM  MM 1031.2    MM  17.1  18.7    MM   MM     MM
YRSV2    37.414  -76.712 2024 10 18 22 30  MM   0.0    MM   MM  MM   MM  MM 1031.0    MM  13.6    MM   7.9   MM     MM
